age,educ,sex,degree,satjob,satjob2,income4,rincom91,hrs1,wrkstat,jobinc,impjob,bothft,husbft,husbhr,wifeft,wifehr,id,agecat4
30,16,Female,Bachelor,Mod satisfied,Not very satisfied,"60,000 or more",$40000-49999,40,Working fulltime,FOURTH,Not too important,Yes,yes,60,yes,40,481,30-39
61,12,Female,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$8000-9999,30,Working fulltime,THIRD,Very important,Yes,yes,40,yes,30,482,50+
41,12,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$15000-17499,44,Working fulltime,NAP,One of most important,Yes,yes,44,yes,50,483,40-49
27,16,Female,Bachelor,Mod satisfied,Not very satisfied,"40,000 to 59,999",$35000-39999,32,Working fulltime,SECOND,One of most important,Yes,yes,40,yes,32,484,18-29
56,10,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,47,Working fulltime,SECOND,Somewhat important,No,yes,47,no,10,485,50+
25,16,Female,Bachelor,Mod satisfied,Not very satisfied,"25,000 to 39,999",$17500-19999,55,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,486,18-29
28,13,Female,High school,Mod satisfied,Not very satisfied,"60,000 or more",$15000-17499,55,Working fulltime,NAP,Very important,Yes,yes,55,yes,55,487,18-29
31,12,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$10000-12499,60,Working fulltime,MOST IMPT,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,488,30-39
31,13,Male,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$20000-22499,66,Working fulltime,MOST IMPT,One of most important,No,yes,66,no,16,489,30-39
26,13,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$12500-14999,40,Working fulltime,MOST IMPT,Very important,No,yes,#NULL!,no,#NULL!,490,18-29
31,14,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$20000-22499,40,Working fulltime,THIRD,Very important,Yes,yes,40,yes,50,491,30-39
42,14,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$25000-29999,25,Working fulltime,NAP,Very important,No,yes,25,no,24,492,40-49
24,14,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$30000-34999,45,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,493,18-29
38,16,Male,Bachelor,Very dissatisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,40,Working fulltime,FIFTH,Very important,No,yes,40,no,16,494,30-39
45,13,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$40000-49999,40,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,495,40-49
38,15,Female,Junior college,Mod satisfied,Not very satisfied,"25,000 to 39,999",$30000-34999,40,Working fulltime,THIRD,Very important,Yes,yes,65,yes,40,496,30-39
52,12,Male,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$22500-24999,50,Working fulltime,SECOND,One of most important,Yes,yes,50,yes,52,497,50+
44,12,Female,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$12500-14999,32,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,498,40-49
25,14,Male,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$15000-17499,40,Working fulltime,NAP,Somewhat important,Yes,yes,40,yes,40,499,18-29
39,16,Female,Bachelor,Mod satisfied,Not very satisfied,"25,000 to 39,999",$15000-17499,40,Working fulltime,THIRD,Very important,Yes,yes,40,yes,40,500,30-39
33,14,Female,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",REFUSED,54,Working fulltime,NAP,Very important,Yes,yes,35,yes,54,501,30-39
56,19,Male,Graduate,Mod satisfied,Not very satisfied,"60,000 or more",$75000+,50,Working fulltime,THIRD,Very important,No,yes,#NULL!,no,#NULL!,502,50+
46,18,Female,Graduate,Mod satisfied,Not very satisfied,"60,000 or more",$75000+,50,Working fulltime,MOST IMPT,Somewhat important,Yes,yes,60,yes,50,503,40-49
45,16,Female,Graduate,Very satisfied,Very satisfied,"60,000 or more",$75000+,50,Working fulltime,THIRD,Very important,Yes,yes,50,yes,50,504,40-49
47,15,Male,High school,Very dissatisfied,Not very satisfied,"40,000 to 59,999",$30000-34999,44,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,505,40-49
25,16,Female,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$30000-34999,40,Working fulltime,NA,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,506,18-29
23,14,Female,Graduate,Mod satisfied,Not very satisfied,"24,999 or less",NAP,40,Working fulltime,NAP,One of most important,Yes,yes,60,yes,40,507,18-29
45,12,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",$40000-49999,50,Working fulltime,FOURTH,Very important,No,yes,#NULL!,no,#NULL!,508,40-49
23,16,Female,Bachelor,Very satisfied,Very satisfied,"25,000 to 39,999",$10000-12499,40,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,509,18-29
57,14,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,50,Working fulltime,THIRD,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,510,50+
38,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$6000-6999,55,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,511,30-39
57,12,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$15000-17499,8,Working fulltime,MOST IMPT,Very important,No,no,#NULL!,yes,#NULL!,512,50+
25,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$20000-22499,50,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,513,18-29
35,14,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,50,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,514,30-39
30,12,Female,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$17500-19999,40,Working fulltime,NAP,Very important,Yes,yes,40,yes,40,515,30-39
37,14,Female,High school,Mod satisfied,Not very satisfied,"60,000 or more",$30000-34999,40,Working fulltime,THIRD,Somewhat important,Yes,yes,60,yes,40,516,30-39
40,12,Female,High school,A little dissatisfied,Not very satisfied,"60,000 or more",$25000-29999,45,Working fulltime,SECOND,Somewhat important,Yes,yes,40,yes,45,517,40-49
38,13,Female,High school,Very satisfied,Very satisfied,"60,000 or more",$25000-29999,55,Working fulltime,NAP,Somewhat important,Yes,yes,60,yes,55,518,30-39
68,12,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$40000-49999,40,Working fulltime,THIRD,Very important,No,yes,#NULL!,no,#NULL!,519,50+
35,16,Male,Bachelor,A little dissatisfied,Not very satisfied,"40,000 to 59,999",$40000-49999,55,Working fulltime,NAP,Very important,Yes,yes,55,yes,55,520,30-39
25,12,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$22500-24999,40,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,521,18-29
25,11,Female,High school,Mod satisfied,Not very satisfied,"60,000 or more",$22500-24999,50,Working fulltime,NAP,Very important,Yes,yes,45,yes,50,522,18-29
55,12,Female,High school,A little dissatisfied,Not very satisfied,"24,999 or less",$17500-19999,40,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,523,50+
29,12,Female,High school,A little dissatisfied,Not very satisfied,"25,000 to 39,999",$20000-22499,42,Working fulltime,SECOND,Somewhat important,No,no,20,yes,42,524,18-29
43,12,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$17500-19999,38,Working fulltime,MOST IMPT,One of most important,Yes,yes,38,yes,38,525,40-49
35,13,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$15000-17499,40,Working fulltime,MOST IMPT,Very important,No,yes,#NULL!,no,#NULL!,526,30-39
36,14,Female,High school,A little dissatisfied,Not very satisfied,"40,000 to 59,999",$15000-17499,43,Working fulltime,NAP,Somewhat important,Yes,yes,50,yes,43,527,30-39
29,16,Male,Bachelor,A little dissatisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,55,Working fulltime,NAP,Very important,Yes,yes,55,yes,48,528,18-29
24,11,Female,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",$3000-3999,38,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,529,18-29
53,15,Female,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$30000-34999,40,Working fulltime,THIRD,Very important,Yes,yes,40,yes,40,530,50+
37,12,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,50,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,531,30-39
46,12,Female,High school,Very satisfied,Very satisfied,"60,000 or more",$25000-29999,48,Working fulltime,THIRD,Very important,Yes,yes,55,yes,48,532,40-49
39,12,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$35000-39999,40,Working fulltime,THIRD,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,533,30-39
60,12,Male,High school,A little dissatisfied,Not very satisfied,"24,999 or less",$4000-4999,56,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,534,50+
28,12,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$40000-49999,56,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,535,18-29
58,12,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$30000-34999,45,Working fulltime,SECOND,One of most important,No,yes,#NULL!,no,#NULL!,536,50+
51,12,Male,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$35000-39999,52,Working fulltime,NAP,Very important,Yes,yes,52,yes,45,537,50+
50,16,Female,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$40000-49999,40,Working fulltime,NAP,One of most important,Yes,yes,40,yes,40,538,50+
58,8,Male,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",LT $1000,41,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,539,50+
34,12,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,40,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,540,30-39
33,12,Male,High school,A little dissatisfied,Not very satisfied,"60,000 or more",$40000-49999,46,Working fulltime,SECOND,Somewhat important,No,yes,46,no,30,541,30-39
42,12,Male,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$22500-24999,40,Working fulltime,FIFTH,Not at all important,Yes,yes,40,yes,32,542,40-49
45,15,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,65,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,543,40-49
32,12,Female,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$20000-22499,48,Working fulltime,THIRD,Very important,Yes,yes,45,yes,48,544,30-39
29,12,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",$75000+,80,Working fulltime,MOST IMPT,One of most important,No,yes,80,no,24,545,18-29
23,12,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$12500-14999,51,Working fulltime,FOURTH,Very important,No,yes,#NULL!,no,#NULL!,546,18-29
42,12,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$35000-39999,42,Working fulltime,THIRD,Very important,No,yes,#NULL!,no,#NULL!,547,40-49
28,12,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$8000-9999,40,Working fulltime,THIRD,Very important,No,yes,40,no,25,548,18-29
35,12,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$17500-19999,40,Working fulltime,NAP,One of most important,No,yes,#NULL!,no,#NULL!,549,30-39
45,14,Female,Junior college,Very satisfied,Very satisfied,"40,000 to 59,999",$30000-34999,50,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,550,40-49
54,16,Female,Bachelor,Mod satisfied,Not very satisfied,"60,000 or more",NAP,70,Working fulltime,NAP,NA,No,#NULL!,#NULL!,#NULL!,#NULL!,551,50+
58,16,Male,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$75000+,50,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,552,50+
58,16,Male,Graduate,Very satisfied,Very satisfied,"60,000 or more",$75000+,70,Working fulltime,SECOND,Very important,No,yes,#NULL!,no,#NULL!,553,50+
67,16,Female,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$22500-24999,46,Working fulltime,THIRD,Very important,No,no,25,yes,46,554,50+
44,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$17500-19999,40,Working fulltime,NAP,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,555,40-49
30,14,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$35000-39999,45,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,556,30-39
34,16,Female,Bachelor,Very dissatisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,35,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,557,30-39
45,13,Male,High school,A little dissatisfied,Not very satisfied,"25,000 to 39,999",$35000-39999,48,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,558,40-49
47,12,Male,High school,A little dissatisfied,Not very satisfied,"40,000 to 59,999",$40000-49999,40,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,559,40-49
31,12,Female,High school,Very satisfied,Very satisfied,"60,000 or more",$30000-34999,40,Working fulltime,FIFTH,Somewhat important,Yes,yes,40,yes,40,560,30-39
25,16,Male,Bachelor,Mod satisfied,Not very satisfied,"40,000 to 59,999",$35000-39999,40,Working fulltime,NAP,Very important,No,yes,#NULL!,no,#NULL!,561,18-29
40,12,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$17500-19999,40,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,562,40-49
49,12,Female,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,40,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,563,40-49
42,13,Male,High school,A little dissatisfied,Not very satisfied,"60,000 or more",$60000-74999,50,Working fulltime,NAP,Not too important,No,yes,#NULL!,no,#NULL!,564,40-49
42,10,Female,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",$7000-7999,40,Working fulltime,MOST IMPT,Very important,No,no,#NULL!,yes,#NULL!,565,40-49
29,9,Male,Less than HS,A little dissatisfied,Not very satisfied,"24,999 or less",$22500-24999,40,Working fulltime,MOST IMPT,Very important,No,yes,#NULL!,no,#NULL!,566,18-29
26,13,Female,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$10000-12499,40,Working fulltime,MOST IMPT,Somewhat important,Yes,yes,60,yes,40,567,18-29
60,14,Male,Junior college,Mod satisfied,Not very satisfied,"24,999 or less",$10000-12499,40,Working fulltime,MOST IMPT,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,568,50+
25,14,Female,High school,Very satisfied,Very satisfied,"24,999 or less",$17500-19999,40,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,569,18-29
44,17,Male,Bachelor,Mod satisfied,Not very satisfied,"25,000 to 39,999",$35000-39999,35,Working fulltime,SECOND,One of most important,No,yes,#NULL!,no,#NULL!,570,40-49
38,12,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$30000-34999,50,Working fulltime,NAP,Somewhat important,No,yes,#NULL!,no,#NULL!,571,30-39
34,18,Female,Graduate,Very satisfied,Very satisfied,"60,000 or more",$30000-34999,45,Working fulltime,SECOND,One of most important,Yes,yes,45,yes,45,572,30-39
49,16,Female,Bachelor,Very satisfied,Very satisfied,"25,000 to 39,999",$35000-39999,40,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,573,40-49
33,19,Male,Graduate,Very satisfied,Very satisfied,"25,000 to 39,999",$15000-17499,40,Working fulltime,NAP,Very important,Yes,yes,40,yes,32,574,30-39
55,16,Female,Bachelor,Mod satisfied,Not very satisfied,"60,000 or more",$12500-14999,80,Working fulltime,SECOND,Very important,Yes,yes,60,yes,80,575,50+
21,12,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",$12500-14999,40,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,576,18-29
36,17,Male,Bachelor,Mod satisfied,Not very satisfied,"40,000 to 59,999",$30000-34999,40,Working fulltime,FOURTH,Very important,Yes,yes,40,yes,40,577,30-39
31,12,Male,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$22500-24999,40,Working fulltime,NAP,Very important,Yes,yes,40,yes,40,578,30-39
47,12,Male,High school,Very satisfied,Very satisfied,"60,000 or more",$75000+,50,Working fulltime,FOURTH,Very important,No,yes,#NULL!,no,#NULL!,579,40-49
38,8,Male,Less than HS,A little dissatisfied,Not very satisfied,"24,999 or less",$12500-14999,36,Working fulltime,NA,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,580,30-39
49,7,Male,Less than HS,Very satisfied,Very satisfied,"24,999 or less",$17500-19999,30,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,581,40-49
39,12,Female,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$20000-22499,65,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,582,30-39
24,11,Male,Less than HS,Mod satisfied,Not very satisfied,"25,000 to 39,999",$15000-17499,38,Working fulltime,NAP,Very important,Yes,yes,38,yes,40,583,18-29
37,12,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$22500-24999,50,Working fulltime,THIRD,Very important,Yes,yes,50,yes,55,584,30-39
40,12,Female,High school,Very satisfied,Very satisfied,"24,999 or less",$20000-22499,40,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,585,40-49
26,14,Male,Junior college,Mod satisfied,Not very satisfied,"25,000 to 39,999",$20000-22499,50,Working fulltime,NAP,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,586,18-29
33,13,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$12500-14999,40,Working fulltime,NAP,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,587,30-39
50,12,Female,High school,A little dissatisfied,Not very satisfied,"25,000 to 39,999",$30000-34999,40,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,588,50+
46,14,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$25000-29999,40,Working fulltime,FOURTH,Somewhat important,Yes,yes,40,yes,48,589,40-49
60,13,Male,Junior college,Very satisfied,Very satisfied,"40,000 to 59,999",$25000-29999,40,Working fulltime,FOURTH,Very important,Yes,yes,40,yes,40,590,50+
29,16,Female,Bachelor,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,52,Working fulltime,THIRD,Not too important,No,#NULL!,#NULL!,#NULL!,#NULL!,591,18-29
28,17,Male,High school,Mod satisfied,Not very satisfied,"60,000 or more",$25000-29999,75,Working fulltime,FOURTH,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,592,18-29
29,16,Male,Bachelor,Very satisfied,Very satisfied,"25,000 to 39,999",$30000-34999,40,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,593,18-29
46,14,Female,Junior college,Very satisfied,Very satisfied,"60,000 or more",$15000-17499,40,Working fulltime,SECOND,One of most important,Yes,yes,40,yes,40,594,40-49
47,16,Female,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$22500-24999,5,Working fulltime,SECOND,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,595,40-49
36,8,Male,Less than HS,Very satisfied,Very satisfied,"24,999 or less",$12500-14999,48,Working fulltime,NAP,Very important,Yes,yes,48,yes,40,596,30-39
37,10,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$22500-24999,40,Working fulltime,MOST IMPT,Very important,Yes,yes,40,yes,40,597,30-39
25,13,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$22500-24999,43,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,598,18-29
40,18,Male,Graduate,Very satisfied,Very satisfied,"60,000 or more",$50000-59999,80,Working fulltime,MOST IMPT,Very important,Yes,yes,80,yes,40,599,40-49
33,13,Female,High school,A little dissatisfied,Not very satisfied,"24,999 or less",$17500-19999,8,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,600,30-39
39,12,Female,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$35000-39999,72,Working fulltime,MOST IMPT,Very important,Yes,yes,40,yes,72,601,30-39
33,14,Female,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$12500-14999,40,Working fulltime,MOST IMPT,Very important,Yes,yes,40,yes,40,602,30-39
26,12,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$22500-24999,58,Working fulltime,THIRD,Very important,Yes,yes,58,yes,40,603,18-29
28,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$20000-22499,40,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,604,18-29
29,15,Female,High school,Very satisfied,Very satisfied,"24,999 or less",NAP,55,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,605,18-29
33,16,Male,Bachelor,A little dissatisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,40,Working fulltime,MOST IMPT,Very important,No,yes,#NULL!,no,#NULL!,606,30-39
35,17,Male,Graduate,Very satisfied,Very satisfied,"25,000 to 39,999",$25000-29999,50,Working fulltime,SECOND,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,607,30-39
49,15,Female,High school,Very satisfied,Very satisfied,"60,000 or more",REFUSED,45,Working fulltime,THIRD,Very important,Yes,yes,45,yes,45,608,40-49
35,9,Male,High school,A little dissatisfied,Not very satisfied,"25,000 to 39,999",$25000-29999,50,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,609,30-39
46,14,Male,Junior college,A little dissatisfied,Not very satisfied,"60,000 or more",REFUSED,58,Working fulltime,SECOND,Very important,Yes,yes,58,yes,40,610,40-49
42,11,Male,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",$6000-6999,40,Working fulltime,NAP,Very important,No,yes,#NULL!,no,#NULL!,611,40-49
23,14,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$20000-22499,50,Working fulltime,FOURTH,Very important,No,yes,#NULL!,no,#NULL!,612,18-29
37,13,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$17500-19999,80,Working fulltime,NAP,Very important,Yes,yes,80,yes,80,613,30-39
34,14,Male,High school,Very satisfied,Very satisfied,"25,000 to 39,999",$30000-34999,40,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,614,30-39
26,14,Male,High school,A little dissatisfied,Not very satisfied,"40,000 to 59,999",$20000-22499,50,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,615,18-29
31,20,Male,Graduate,Very satisfied,Very satisfied,"60,000 or more",$75000+,89,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,616,30-39
53,18,Female,Graduate,Very satisfied,Very satisfied,"60,000 or more",$40000-49999,40,Working fulltime,SECOND,Very important,Yes,yes,45,yes,40,617,50+
25,12,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$17500-19999,43,Working fulltime,FOURTH,Very important,Yes,yes,43,yes,40,618,18-29
37,13,Female,High school,Mod satisfied,Not very satisfied,"40,000 to 59,999",$20000-22499,40,Working fulltime,NAP,Very important,Yes,yes,45,yes,40,619,30-39
58,14,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$15000-17499,65,Working fulltime,MOST IMPT,One of most important,No,yes,#NULL!,no,#NULL!,620,50+
25,16,Female,Bachelor,Very satisfied,Very satisfied,"60,000 or more",$15000-17499,50,Working fulltime,NAP,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,621,18-29
33,10,Male,Less than HS,Very satisfied,Very satisfied,"25,000 to 39,999",$22500-24999,55,Working fulltime,FOURTH,One of most important,Yes,yes,55,yes,40,622,30-39
41,15,Female,High school,Very satisfied,Very satisfied,"60,000 or more",$50000-59999,48,Working fulltime,THIRD,Somewhat important,Yes,yes,72,yes,48,623,40-49
30,12,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$12500-14999,40,Working fulltime,FOURTH,Somewhat important,No,yes,40,no,25,624,30-39
59,12,Male,High school,Mod satisfied,Not very satisfied,"25,000 to 39,999",$20000-22499,70,Working fulltime,MOST IMPT,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,625,50+
33,14,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$20000-22499,60,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,626,30-39
46,20,Female,Graduate,Mod satisfied,Not very satisfied,"40,000 to 59,999",$50000-59999,60,Working fulltime,FIFTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,627,40-49
25,17,Male,High school,Very satisfied,Very satisfied,"40,000 to 59,999",$20000-22499,45,Working fulltime,THIRD,Very important,Yes,yes,45,yes,40,628,18-29
36,16,Male,Bachelor,Mod satisfied,Not very satisfied,"60,000 or more",$60000-74999,70,Working fulltime,NAP,Very important,Yes,yes,70,yes,40,629,30-39
47,12,Male,High school,Mod satisfied,Not very satisfied,"24,999 or less",$20000-22499,55,Working fulltime,NA,One of most important,No,#NULL!,#NULL!,#NULL!,#NULL!,630,40-49
28,10,Male,Less than HS,Mod satisfied,Not very satisfied,"24,999 or less",$10000-12499,40,Working fulltime,NA,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,631,18-29
28,12,Female,High school,Very satisfied,Very satisfied,"24,999 or less",$6000-6999,40,Working fulltime,NAP,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,632,18-29
40,12,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$17500-19999,40,Working fulltime,FOURTH,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,633,40-49
35,15,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$4000-4999,50,Working fulltime,THIRD,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,634,30-39
63,16,Female,Bachelor,Very dissatisfied,Not very satisfied,"25,000 to 39,999",$30000-34999,40,Working fulltime,NAP,Very important,No,no,30,yes,40,635,50+
49,14,Female,High school,Mod satisfied,Not very satisfied,"24,999 or less",$15000-17499,40,Working fulltime,NAP,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,636,40-49
35,14,Male,Junior college,Mod satisfied,Not very satisfied,"24,999 or less",$20000-22499,50,Working fulltime,MOST IMPT,Somewhat important,No,#NULL!,#NULL!,#NULL!,#NULL!,637,30-39
32,16,Male,High school,Very satisfied,Very satisfied,"24,999 or less",$8000-9999,42,Working fulltime,MOST IMPT,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,638,30-39
42,19,Female,Graduate,Mod satisfied,Not very satisfied,"25,000 to 39,999",$20000-22499,34,Working fulltime,NAP,Very important,No,#NULL!,#NULL!,#NULL!,#NULL!,639,40-49
